order_id,order_datetime,order_date,customer_id,channel,location,payment_method,status,subtotal_eur,discount_eur,delivery_fee_eur,total_revenue_eur,estimated_profit_eur
4303,2025-07-23 09:00:00,2025-07-23,213,Delivery,Online,Card,Completed,5.5,0.0,0.0,5.5,3.7
4304,2025-07-23 20:50:00,2025-07-23,234,Dine-in,Main Hall,Card,Completed,19.0,0.0,0.0,19.0,12.3
4305,2025-07-23 12:05:00,2025-07-23,235,Takeaway,Online,Card,Completed,11.0,0.0,0.0,11.0,6.8
4306,2025-07-23 13:50:00,2025-07-23,357,Delivery,Online,Online,Completed,33.5,0.0,0.0,33.5,21.9
4307,2025-07-23 18:00:00,2025-07-23,485,Takeaway,Online,Card,Completed,13.5,0.0,0.0,13.5,8.4
4308,2025-07-23 21:05:00,2025-07-23,84,Delivery,Online,Online,Completed,22.0,0.0,0.0,22.0,14.0
4309,2025-07-23 18:25:00,2025-07-23,24,Dine-in,Bar,Cash,Completed,68.0,3.4,0.0,64.6,33.9
4310,2025-07-23 10:10:00,2025-07-23,369,Takeaway,Online,Card,Completed,12.5,0.0,0.0,12.5,8.9
4311,2025-07-23 16:45:00,2025-07-23,146,Delivery,Online,Card,Completed,32.0,0.0,0.0,32.0,20.6
4312,2025-07-23 21:10:00,2025-07-23,99,Takeaway,Online,Card,Completed,42.0,4.2,0.0,37.8,22.6
4313,2025-07-23 13:35:00,2025-07-23,408,Dine-in,Main Hall,Online,Completed,42.0,2.1,0.0,39.9,18.9
4314,2025-07-23 13:40:00,2025-07-23,268,Takeaway,Online,Card,Completed,22.0,0.0,0.0,22.0,14.5
4315,2025-07-23 19:50:00,2025-07-23,45,Takeaway,Online,Online,Completed,31.5,0.0,0.0,31.5,21.5
4316,2025-07-23 18:00:00,2025-07-23,99,Delivery,Online,Cash,Completed,21.5,0.0,3.0,24.5,17.2
4317,2025-07-23 20:05:00,2025-07-23,57,Dine-in,Bar,Online,Completed,28.0,0.0,0.0,28.0,19.2
4318,2025-07-23 13:40:00,2025-07-23,63,Dine-in,Terrace,Card,Completed,5.0,0.0,0.0,5.0,3.3
4319,2025-07-23 12:15:00,2025-07-23,313,Dine-in,Main Hall,Online,Completed,17.0,0.0,0.0,17.0,11.2
4320,2025-07-23 13:30:00,2025-07-23,94,Dine-in,Main Hall,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
4321,2025-07-23 14:20:00,2025-07-23,66,Takeaway,Online,Card,Completed,23.1,0.0,0.0,23.1,16.1
4322,2025-07-23 12:50:00,2025-07-23,496,Dine-in,Terrace,Online,Completed,20.5,0.0,0.0,20.5,11.6
4323,2025-07-23 19:55:00,2025-07-23,216,Dine-in,Main Hall,Card,Completed,45.8,2.29,0.0,43.51,27.51
4324,2025-07-23 17:05:00,2025-07-23,386,Delivery,Online,Cash,Completed,15.0,0.0,0.0,15.0,9.8
4325,2025-07-23 12:20:00,2025-07-23,488,Takeaway,Online,Card,Completed,57.5,5.75,0.0,51.75,31.75
4326,2025-07-23 14:45:00,2025-07-23,147,Delivery,Online,Card,Completed,33.0,0.0,0.0,33.0,20.9
4327,2025-07-23 14:25:00,2025-07-23,250,Dine-in,Main Hall,Card,Completed,48.0,2.4,0.0,45.6,25.4
4328,2025-07-23 21:45:00,2025-07-23,167,Dine-in,Main Hall,Card,Completed,55.0,2.75,0.0,52.25,30.75
4329,2025-07-23 12:40:00,2025-07-23,356,Dine-in,Terrace,Card,Completed,25.5,0.0,0.0,25.5,16.8
4330,2025-07-24 18:50:00,2025-07-24,7,Dine-in,Terrace,Card,Completed,5.5,0.0,0.0,5.5,3.7
4331,2025-07-24 12:50:00,2025-07-24,73,Delivery,Online,Card,Completed,30.0,0.0,3.5,33.5,21.8
4332,2025-07-24 19:45:00,2025-07-24,3,Dine-in,Terrace,Online,Completed,24.0,0.0,0.0,24.0,16.3
4333,2025-07-24 14:05:00,2025-07-24,351,Dine-in,Terrace,Online,Completed,5.0,0.0,0.0,5.0,3.3
4334,2025-07-24 21:50:00,2025-07-24,274,Dine-in,Terrace,Online,Completed,53.5,2.68,0.0,50.82,31.02
4335,2025-07-24 21:55:00,2025-07-24,491,Delivery,Online,Online,Completed,21.0,0.0,0.0,21.0,10.5
4336,2025-07-24 20:00:00,2025-07-24,151,Dine-in,Main Hall,Card,Completed,22.5,0.0,0.0,22.5,14.6
4337,2025-07-24 20:10:00,2025-07-24,58,Dine-in,Terrace,Card,Completed,57.5,5.75,0.0,51.75,31.55
4338,2025-07-24 12:35:00,2025-07-24,402,Dine-in,Bar,Cash,Completed,15.5,0.0,0.0,15.5,10.0
4339,2025-07-24 20:35:00,2025-07-24,275,Dine-in,Main Hall,Card,Completed,24.0,0.0,0.0,24.0,15.3
4340,2025-07-24 11:30:00,2025-07-24,22,Dine-in,Bar,Card,Completed,21.0,0.0,0.0,21.0,12.8
4341,2025-07-24 13:05:00,2025-07-24,347,Delivery,Online,Card,Completed,8.5,0.0,0.0,8.5,6.1
4342,2025-07-24 14:10:00,2025-07-24,55,Delivery,Online,Online,Completed,5.0,0.0,0.0,5.0,3.3
4343,2025-07-24 12:30:00,2025-07-24,28,Delivery,Online,Online,Completed,25.0,0.0,3.5,28.5,19.8
4344,2025-07-24 14:35:00,2025-07-24,52,Takeaway,Online,Online,Completed,14.5,0.0,0.0,14.5,9.9
4345,2025-07-24 15:55:00,2025-07-24,38,Takeaway,Online,Card,Completed,40.5,2.02,0.0,38.48,21.88
4346,2025-07-24 21:45:00,2025-07-24,292,Dine-in,Bar,Card,Completed,20.5,0.0,0.0,20.5,13.6
4347,2025-07-24 14:50:00,2025-07-24,456,Dine-in,Main Hall,Card,Completed,28.5,0.0,0.0,28.5,18.8
4348,2025-07-24 14:40:00,2025-07-24,248,Dine-in,Terrace,Online,Completed,62.0,3.1,0.0,58.9,33.5
4349,2025-07-24 18:35:00,2025-07-24,295,Takeaway,Online,Card,Completed,37.0,0.0,0.0,37.0,24.5
4350,2025-07-24 18:15:00,2025-07-24,132,Dine-in,Terrace,Cash,Completed,29.0,0.0,0.0,29.0,18.3
4351,2025-07-24 10:55:00,2025-07-24,20,Delivery,Online,Cash,Completed,17.0,0.0,0.0,17.0,10.6
4352,2025-07-24 15:45:00,2025-07-24,489,Delivery,Online,Card,Completed,5.0,0.0,3.0,8.0,6.3
4353,2025-07-24 20:55:00,2025-07-24,296,Dine-in,Main Hall,Card,Completed,4.5,0.0,0.0,4.5,3.2
4354,2025-07-24 19:15:00,2025-07-24,238,Takeaway,Online,Cash,Completed,25.5,0.0,0.0,25.5,14.6
4355,2025-07-24 14:15:00,2025-07-24,223,Takeaway,Online,Online,Completed,22.5,0.0,0.0,22.5,14.8
4356,2025-07-24 22:00:00,2025-07-24,461,Delivery,Online,Card,Completed,62.0,6.2,0.0,55.8,33.4
4357,2025-07-24 14:35:00,2025-07-24,26,Dine-in,Main Hall,Card,Completed,21.0,0.0,0.0,21.0,10.5
4358,2025-07-24 21:00:00,2025-07-24,395,Takeaway,Online,Card,Completed,27.5,0.0,0.0,27.5,17.2
4359,2025-07-24 21:25:00,2025-07-24,68,Takeaway,Online,Card,Completed,14.5,0.0,0.0,14.5,9.6
4360,2025-07-24 20:10:00,2025-07-24,212,Dine-in,Terrace,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
4361,2025-07-25 16:40:00,2025-07-25,27,Takeaway,Online,Cash,Completed,30.0,0.0,0.0,30.0,17.7
4362,2025-07-25 21:30:00,2025-07-25,105,Delivery,Online,Card,Completed,59.8,2.99,0.0,56.81,34.11
4363,2025-07-25 13:15:00,2025-07-25,69,Delivery,Online,Cash,Completed,5.5,0.0,0.0,5.5,3.7
4364,2025-07-25 09:10:00,2025-07-25,252,Takeaway,Online,Card,Completed,19.0,0.0,0.0,19.0,12.3
4365,2025-07-25 11:55:00,2025-07-25,387,Takeaway,Online,Online,Completed,18.8,0.0,0.0,18.8,12.6
4366,2025-07-25 19:30:00,2025-07-25,294,Takeaway,Online,Card,Completed,64.0,3.2,0.0,60.8,32.6
4367,2025-07-25 19:55:00,2025-07-25,161,Delivery,Online,Card,Completed,89.0,4.45,0.0,84.55,47.45
4368,2025-07-25 21:25:00,2025-07-25,376,Dine-in,Main Hall,Card,Completed,27.0,0.0,0.0,27.0,17.9
4369,2025-07-25 19:50:00,2025-07-25,117,Delivery,Online,Cash,Completed,25.5,0.0,0.0,25.5,16.8
4370,2025-07-25 18:35:00,2025-07-25,86,Takeaway,Online,Card,Completed,22.0,0.0,0.0,22.0,12.3
4371,2025-07-25 20:10:00,2025-07-25,113,Delivery,Online,Online,Completed,29.5,0.0,2.5,32.0,21.9
4372,2025-07-25 09:25:00,2025-07-25,193,Takeaway,Online,Cash,Completed,19.0,0.0,0.0,19.0,11.8
4373,2025-07-25 12:15:00,2025-07-25,95,Takeaway,Online,Card,Completed,14.0,0.0,0.0,14.0,9.3
4374,2025-07-25 10:45:00,2025-07-25,276,Delivery,Online,Card,Completed,28.0,0.0,3.5,31.5,21.4
4375,2025-07-25 20:30:00,2025-07-25,499,Delivery,Online,Card,Completed,22.6,0.0,3.5,26.1,19.3
4376,2025-07-25 12:10:00,2025-07-25,365,Dine-in,Terrace,Online,Completed,19.0,0.0,0.0,19.0,12.0
4377,2025-07-25 19:55:00,2025-07-25,400,Delivery,Online,Card,Completed,27.0,0.0,0.0,27.0,17.6
4378,2025-07-25 17:20:00,2025-07-25,471,Dine-in,Terrace,Card,Completed,27.5,0.0,0.0,27.5,18.2
4379,2025-07-25 14:25:00,2025-07-25,40,Takeaway,Online,Card,Completed,5.0,0.0,0.0,5.0,3.3
4380,2025-07-25 15:50:00,2025-07-25,447,Dine-in,Bar,Card,Completed,60.5,3.03,0.0,57.47,33.97
4381,2025-07-25 08:05:00,2025-07-25,435,Delivery,Online,Card,Completed,14.0,0.0,0.0,14.0,9.4
4382,2025-07-25 12:50:00,2025-07-25,454,Dine-in,Main Hall,Card,Completed,5.6,0.0,0.0,5.6,4.4
4383,2025-07-25 18:10:00,2025-07-25,436,Dine-in,Bar,Card,Completed,64.0,3.2,0.0,60.8,35.0
4384,2025-07-25 12:30:00,2025-07-25,318,Dine-in,Terrace,Card,Completed,14.5,0.0,0.0,14.5,9.8
4385,2025-07-26 19:35:00,2025-07-26,437,Takeaway,Online,Online,Completed,38.0,0.0,0.0,38.0,24.1
4386,2025-07-26 18:20:00,2025-07-26,381,Dine-in,Bar,Online,Completed,51.0,2.55,0.0,48.45,31.55
4387,2025-07-26 17:55:00,2025-07-26,211,Takeaway,Online,Card,Completed,18.0,0.0,0.0,18.0,11.7
4388,2025-07-26 13:10:00,2025-07-26,351,Dine-in,Terrace,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
4389,2025-07-26 21:40:00,2025-07-26,143,Takeaway,Online,Card,Completed,29.3,0.0,0.0,29.3,18.8
4390,2025-07-26 14:10:00,2025-07-26,494,Delivery,Online,Online,Completed,15.5,0.0,0.0,15.5,9.8
4391,2025-07-26 19:30:00,2025-07-26,191,Takeaway,Online,Online,Completed,21.5,0.0,0.0,21.5,13.6
4392,2025-07-26 18:15:00,2025-07-26,458,Delivery,Online,Cash,Completed,65.8,6.58,0.0,59.22,32.82
4393,2025-07-26 14:55:00,2025-07-26,487,Takeaway,Online,Online,Completed,61.5,3.08,0.0,58.42,36.02
4394,2025-07-26 21:45:00,2025-07-26,29,Delivery,Online,Card,Completed,17.0,0.0,0.0,17.0,10.8
4395,2025-07-26 20:55:00,2025-07-26,421,Takeaway,Online,Online,Completed,29.0,0.0,0.0,29.0,18.6
4396,2025-07-26 16:25:00,2025-07-26,415,Dine-in,Bar,Card,Completed,15.5,0.0,0.0,15.5,9.9
4397,2025-07-26 19:30:00,2025-07-26,2,Delivery,Online,Online,Completed,43.0,2.15,0.0,40.85,25.25
4398,2025-07-26 12:25:00,2025-07-26,226,Takeaway,Online,Card,Completed,17.5,0.0,0.0,17.5,12.3
4399,2025-07-26 19:15:00,2025-07-26,2,Dine-in,Terrace,Online,Completed,11.5,0.0,0.0,11.5,6.9
4400,2025-07-26 11:05:00,2025-07-26,333,Takeaway,Online,Card,Completed,44.3,2.22,0.0,42.08,26.48
4401,2025-07-26 14:25:00,2025-07-26,330,Delivery,Online,Online,Completed,14.0,0.0,0.0,14.0,9.5
4402,2025-07-26 09:20:00,2025-07-26,228,Delivery,Online,Online,Completed,42.0,2.1,0.0,39.9,23.0
4403,2025-07-26 12:05:00,2025-07-26,108,Dine-in,Main Hall,Cash,Completed,27.5,0.0,0.0,27.5,17.8
4404,2025-07-26 12:00:00,2025-07-26,384,Dine-in,Terrace,Card,Completed,30.0,0.0,0.0,30.0,19.0
4405,2025-07-26 12:15:00,2025-07-26,216,Dine-in,Bar,Card,Completed,5.0,0.0,0.0,5.0,3.3
4406,2025-07-26 21:15:00,2025-07-26,321,Dine-in,Terrace,Card,Completed,26.5,0.0,0.0,26.5,18.1
4407,2025-07-26 10:45:00,2025-07-26,393,Dine-in,Bar,Card,Completed,20.0,0.0,0.0,20.0,12.9
4408,2025-07-27 09:35:00,2025-07-27,83,Delivery,Online,Card,Completed,15.5,0.0,0.0,15.5,9.8
4409,2025-07-27 09:25:00,2025-07-27,40,Dine-in,Main Hall,Card,Completed,4.5,0.0,0.0,4.5,3.2
4410,2025-07-27 21:00:00,2025-07-27,178,Delivery,Online,Card,Completed,44.0,4.4,3.5,43.1,26.8
4411,2025-07-27 21:20:00,2025-07-27,215,Dine-in,Terrace,Card,Completed,28.0,0.0,0.0,28.0,18.0
4412,2025-07-27 17:25:00,2025-07-27,450,Delivery,Online,Card,Completed,10.0,0.0,0.0,10.0,6.1
4413,2025-07-27 19:55:00,2025-07-27,7,Delivery,Online,Card,Completed,49.5,2.48,2.5,49.52,26.12
4414,2025-07-27 14:10:00,2025-07-27,297,Takeaway,Online,Card,Completed,55.5,2.78,0.0,52.72,33.32
4415,2025-07-27 19:05:00,2025-07-27,458,Delivery,Online,Cash,Completed,23.0,0.0,0.0,23.0,14.7
4416,2025-07-27 14:55:00,2025-07-27,246,Dine-in,Bar,Cash,Completed,24.9,0.0,0.0,24.9,15.3
4417,2025-07-27 11:10:00,2025-07-27,281,Takeaway,Online,Cash,Completed,11.0,0.0,0.0,11.0,6.8
4418,2025-07-27 09:30:00,2025-07-27,419,Dine-in,Terrace,Card,Completed,11.5,0.0,0.0,11.5,6.9
4419,2025-07-27 18:00:00,2025-07-27,393,Delivery,Online,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
4420,2025-07-27 13:10:00,2025-07-27,146,Dine-in,Bar,Card,Completed,61.5,6.15,0.0,55.35,32.75
4421,2025-07-27 16:50:00,2025-07-27,138,Takeaway,Online,Cash,Completed,41.0,2.05,0.0,38.95,23.85
4422,2025-07-27 10:55:00,2025-07-27,200,Delivery,Online,Card,Completed,11.0,0.0,0.0,11.0,7.9
4423,2025-07-27 13:15:00,2025-07-27,28,Dine-in,Bar,Card,Completed,32.5,0.0,0.0,32.5,20.4
4424,2025-07-27 19:55:00,2025-07-27,485,Delivery,Online,Online,Completed,22.0,0.0,0.0,22.0,14.2
4425,2025-07-27 12:40:00,2025-07-27,23,Dine-in,Bar,Cash,Completed,31.0,0.0,0.0,31.0,18.5
4426,2025-07-27 22:45:00,2025-07-27,157,Dine-in,Bar,Cash,Completed,5.0,0.0,0.0,5.0,3.6
4427,2025-07-27 17:25:00,2025-07-27,49,Dine-in,Terrace,Online,Completed,4.5,0.0,0.0,4.5,3.2
4428,2025-07-27 20:25:00,2025-07-27,88,Delivery,Online,Cash,Completed,30.6,0.0,0.0,30.6,20.3
4429,2025-07-27 13:45:00,2025-07-27,433,Dine-in,Terrace,Online,Completed,20.0,0.0,0.0,20.0,12.2
4430,2025-07-27 09:55:00,2025-07-27,91,Takeaway,Online,Card,Completed,24.0,0.0,0.0,24.0,15.0
4431,2025-07-27 20:30:00,2025-07-27,127,Delivery,Online,Cash,Completed,11.0,0.0,0.0,11.0,6.8
4432,2025-07-27 13:45:00,2025-07-27,421,Dine-in,Bar,Card,Completed,44.0,4.4,0.0,39.6,23.2
4433,2025-07-27 10:10:00,2025-07-27,102,Takeaway,Online,Card,Completed,24.0,0.0,0.0,24.0,15.9
4434,2025-07-27 18:35:00,2025-07-27,61,Takeaway,Online,Cash,Completed,13.5,0.0,0.0,13.5,9.1
4435,2025-07-27 11:00:00,2025-07-27,389,Dine-in,Main Hall,Online,Completed,39.0,0.0,0.0,39.0,24.8
4436,2025-07-27 20:20:00,2025-07-27,220,Delivery,Online,Cash,Completed,18.5,0.0,0.0,18.5,12.3
4437,2025-07-27 18:05:00,2025-07-27,409,Delivery,Online,Online,Completed,26.0,0.0,3.0,29.0,20.3
4438,2025-07-27 17:35:00,2025-07-27,49,Dine-in,Terrace,Card,Cancelled,0.0,0.0,0.0,0.0,0.0
4439,2025-07-27 12:20:00,2025-07-27,38,Dine-in,Main Hall,Card,Completed,14.5,0.0,0.0,14.5,9.2
4440,2025-07-27 10:45:00,2025-07-27,72,Takeaway,Online,Card,Completed,28.5,0.0,0.0,28.5,18.2
4441,2025-07-27 14:05:00,2025-07-27,390,Takeaway,Online,Cash,Completed,23.0,0.0,0.0,23.0,13.8
4442,2025-07-27 10:55:00,2025-07-27,292,Takeaway,Online,Online,Completed,5.0,0.0,0.0,5.0,3.6
4443,2025-07-27 20:20:00,2025-07-27,291,Delivery,Online,Online,Completed,64.0,3.2,3.0,63.8,37.3
4444,2025-07-27 22:20:00,2025-07-27,437,Takeaway,Online,Cash,Completed,14.3,0.0,0.0,14.3,9.1
4445,2025-07-27 20:35:00,2025-07-27,261,Delivery,Online,Card,Completed,23.8,0.0,3.5,27.3,19.1
4446,2025-07-27 19:10:00,2025-07-27,324,Dine-in,Main Hall,Card,Completed,22.0,0.0,0.0,22.0,15.0
4447,2025-07-27 21:35:00,2025-07-27,441,Delivery,Online,Cash,Completed,4.5,0.0,0.0,4.5,3.2
4448,2025-07-27 09:20:00,2025-07-27,227,Takeaway,Online,Card,Completed,41.0,2.05,0.0,38.95,22.25
4449,2025-07-27 14:45:00,2025-07-27,118,Delivery,Online,Card,Completed,36.5,0.0,0.0,36.5,23.9
4450,2025-07-27 21:10:00,2025-07-27,168,Takeaway,Online,Card,Completed,5.5,0.0,0.0,5.5,3.6
4451,2025-07-27 15:40:00,2025-07-27,487,Dine-in,Bar,Cash,Completed,56.5,5.65,0.0,50.85,29.05
4452,2025-07-28 21:25:00,2025-07-28,306,Dine-in,Main Hall,Card,Completed,69.3,3.46,0.0,65.84,37.24
4453,2025-07-28 19:40:00,2025-07-28,80,Dine-in,Terrace,Card,Completed,10.3,0.0,0.0,10.3,7.6
4454,2025-07-28 13:50:00,2025-07-28,162,Dine-in,Main Hall,Online,Completed,2.8,0.0,0.0,2.8,2.2
4455,2025-07-28 18:50:00,2025-07-28,319,Delivery,Online,Card,Completed,24.0,0.0,3.0,27.0,19.2
4456,2025-07-28 10:15:00,2025-07-28,12,Delivery,Online,Card,Completed,51.5,5.15,2.5,48.85,27.35
4457,2025-07-28 19:40:00,2025-07-28,230,Dine-in,Main Hall,Card,Completed,33.0,0.0,0.0,33.0,18.0
4458,2025-07-28 12:05:00,2025-07-28,41,Delivery,Online,Card,Completed,38.0,0.0,0.0,38.0,23.6
4459,2025-07-28 13:10:00,2025-07-28,9,Delivery,Online,Online,Completed,19.5,0.0,0.0,19.5,12.6
4460,2025-07-28 18:05:00,2025-07-28,469,Delivery,Online,Cash,Completed,33.5,0.0,0.0,33.5,19.8
4461,2025-07-28 12:35:00,2025-07-28,329,Dine-in,Bar,Cash,Completed,21.0,0.0,0.0,21.0,13.4
4462,2025-07-28 10:35:00,2025-07-28,64,Takeaway,Online,Card,Completed,50.3,5.03,0.0,45.27,27.27
4463,2025-07-28 16:40:00,2025-07-28,164,Delivery,Online,Online,Completed,29.0,0.0,3.5,32.5,21.9
4464,2025-07-28 21:35:00,2025-07-28,446,Delivery,Online,Card,Completed,37.5,0.0,0.0,37.5,24.9
4465,2025-07-28 11:10:00,2025-07-28,480,Delivery,Online,Card,Completed,12.5,0.0,0.0,12.5,8.4
4466,2025-07-28 19:30:00,2025-07-28,418,Delivery,Online,Online,Completed,45.0,4.5,0.0,40.5,21.6
4467,2025-07-28 20:15:00,2025-07-28,39,Dine-in,Terrace,Cash,Completed,16.5,0.0,0.0,16.5,10.4
4468,2025-07-28 14:25:00,2025-07-28,405,Dine-in,Terrace,Online,Completed,18.5,0.0,0.0,18.5,12.2
4469,2025-07-28 22:35:00,2025-07-28,418,Dine-in,Main Hall,Cash,Completed,18.0,0.0,0.0,18.0,11.5
4470,2025-07-28 19:35:00,2025-07-28,486,Dine-in,Main Hall,Online,Completed,24.0,0.0,0.0,24.0,16.7
4471,2025-07-28 13:00:00,2025-07-28,381,Takeaway,Online,Card,Completed,66.0,3.3,0.0,62.7,41.0
4472,2025-07-28 18:35:00,2025-07-28,262,Takeaway,Online,Online,Completed,21.0,0.0,0.0,21.0,14.0
4473,2025-07-28 12:15:00,2025-07-28,268,Takeaway,Online,Card,Completed,12.0,0.0,0.0,12.0,7.5
4474,2025-07-28 13:00:00,2025-07-28,365,Dine-in,Bar,Card,Completed,16.5,0.0,0.0,16.5,8.7
4475,2025-07-28 20:00:00,2025-07-28,278,Dine-in,Terrace,Card,Completed,20.0,0.0,0.0,20.0,13.1
4476,2025-07-28 20:35:00,2025-07-28,215,Takeaway,Online,Card,Completed,12.0,0.0,0.0,12.0,8.5
4477,2025-07-28 12:15:00,2025-07-28,412,Delivery,Online,Card,Completed,21.5,0.0,0.0,21.5,13.8
4478,2025-07-28 21:50:00,2025-07-28,369,Takeaway,Online,Card,Completed,22.8,0.0,0.0,22.8,14.4
4479,2025-07-28 15:20:00,2025-07-28,248,Dine-in,Bar,Cash,Completed,21.5,0.0,0.0,21.5,13.6
4480,2025-07-29 12:10:00,2025-07-29,311,Dine-in,Main Hall,Cash,Completed,9.0,0.0,0.0,9.0,5.9
4481,2025-07-29 13:05:00,2025-07-29,31,Takeaway,Online,Card,Completed,50.0,2.5,0.0,47.5,27.3
4482,2025-07-29 13:55:00,2025-07-29,49,Dine-in,Terrace,Online,Cancelled,0.0,0.0,0.0,0.0,0.0
4483,2025-07-29 21:40:00,2025-07-29,186,Dine-in,Main Hall,Card,Completed,48.5,2.43,0.0,46.07,28.67
4484,2025-07-29 19:20:00,2025-07-29,447,Dine-in,Main Hall,Card,Completed,2.5,0.0,0.0,2.5,1.8
4485,2025-07-29 20:05:00,2025-07-29,228,Takeaway,Online,Online,Completed,25.0,0.0,0.0,25.0,15.9
4486,2025-07-29 21:30:00,2025-07-29,323,Dine-in,Terrace,Online,Completed,10.0,0.0,0.0,10.0,6.1
4487,2025-07-29 21:20:00,2025-07-29,456,Takeaway,Online,Card,Completed,50.0,5.0,0.0,45.0,26.6
4488,2025-07-29 12:25:00,2025-07-29,74,Delivery,Online,Card,Completed,41.0,4.1,0.0,36.9,21.7
4489,2025-07-29 21:35:00,2025-07-29,258,Dine-in,Terrace,Online,Completed,39.5,0.0,0.0,39.5,25.2
4490,2025-07-29 18:10:00,2025-07-29,113,Dine-in,Bar,Cash,Completed,45.3,4.53,0.0,40.77,25.17
4491,2025-07-29 15:55:00,2025-07-29,498,Delivery,Online,Card,Completed,21.0,0.0,0.0,21.0,13.4
4492,2025-07-29 18:00:00,2025-07-29,307,Dine-in,Bar,Card,Completed,62.1,3.11,0.0,58.99,37.59
4493,2025-07-29 20:45:00,2025-07-29,273,Delivery,Online,Online,Completed,43.5,4.35,0.0,39.15,23.75
4494,2025-07-29 12:55:00,2025-07-29,335,Delivery,Online,Card,Completed,14.5,0.0,0.0,14.5,9.8
4495,2025-07-29 19:45:00,2025-07-29,39,Delivery,Online,Card,Completed,22.1,0.0,3.5,25.6,18.1
4496,2025-07-29 12:50:00,2025-07-29,92,Takeaway,Online,Online,Completed,29.5,0.0,0.0,29.5,18.7
4497,2025-07-29 22:55:00,2025-07-29,376,Takeaway,Online,Card,Completed,45.8,4.58,0.0,41.22,23.62
4498,2025-07-29 19:55:00,2025-07-29,11,Dine-in,Bar,Card,Completed,13.0,0.0,0.0,13.0,8.7
4499,2025-07-29 13:10:00,2025-07-29,388,Delivery,Online,Online,Completed,17.0,0.0,0.0,17.0,11.7
4500,2025-07-30 21:10:00,2025-07-30,379,Delivery,Online,Card,Completed,32.4,0.0,0.0,32.4,21.6
4501,2025-07-30 17:25:00,2025-07-30,400,Delivery,Online,Card,Completed,55.0,5.5,3.5,53.0,30.0
4502,2025-07-30 11:50:00,2025-07-30,379,Delivery,Online,Card,Completed,21.0,0.0,0.0,21.0,13.4
4503,2025-07-30 14:40:00,2025-07-30,452,Dine-in,Bar,Card,Completed,28.5,0.0,0.0,28.5,18.5
4504,2025-07-30 08:35:00,2025-07-30,355,Takeaway,Online,Card,Completed,10.0,0.0,0.0,10.0,6.1
4505,2025-07-30 21:10:00,2025-07-30,463,Dine-in,Bar,Online,Completed,29.0,0.0,0.0,29.0,17.7
4506,2025-07-30 15:45:00,2025-07-30,417,Dine-in,Main Hall,Online,Cancelled,0.0,0.0,0.0,0.0,0.0
4507,2025-07-30 09:55:00,2025-07-30,168,Dine-in,Main Hall,Online,Completed,47.5,2.38,0.0,45.12,24.92
4508,2025-07-30 15:40:00,2025-07-30,500,Takeaway,Online,Card,Completed,8.5,0.0,0.0,8.5,5.6
4509,2025-07-30 20:45:00,2025-07-30,395,Delivery,Online,Online,Completed,69.5,3.48,0.0,66.02,40.12
4510,2025-07-30 14:25:00,2025-07-30,362,Takeaway,Online,Online,Completed,41.5,2.08,0.0,39.42,25.42
4511,2025-07-30 12:15:00,2025-07-30,471,Dine-in,Bar,Card,Completed,22.0,0.0,0.0,22.0,14.3
4512,2025-07-30 18:00:00,2025-07-30,431,Delivery,Online,Online,Completed,49.0,4.9,2.5,46.6,27.1
4513,2025-07-30 14:25:00,2025-07-30,479,Delivery,Online,Cash,Completed,16.5,0.0,3.5,20.0,12.2
4514,2025-07-30 08:20:00,2025-07-30,100,Delivery,Online,Card,Completed,32.5,0.0,3.0,35.5,21.7
4515,2025-07-30 17:05:00,2025-07-30,383,Dine-in,Bar,Card,Completed,37.5,0.0,0.0,37.5,19.2
4516,2025-07-30 17:35:00,2025-07-30,147,Delivery,Online,Online,Completed,14.8,0.0,0.0,14.8,9.7
4517,2025-07-30 14:25:00,2025-07-30,456,Dine-in,Terrace,Card,Completed,17.5,0.0,0.0,17.5,11.7
4518,2025-07-30 20:30:00,2025-07-30,444,Dine-in,Bar,Online,Completed,13.5,0.0,0.0,13.5,8.6
4519,2025-07-30 21:25:00,2025-07-30,380,Dine-in,Main Hall,Card,Completed,40.0,0.0,0.0,40.0,25.8
4520,2025-07-30 21:35:00,2025-07-30,38,Delivery,Online,Online,Completed,11.0,0.0,0.0,11.0,6.8
4521,2025-07-30 15:10:00,2025-07-30,339,Dine-in,Bar,Online,Completed,56.0,2.8,0.0,53.2,27.7
4522,2025-07-30 18:40:00,2025-07-30,34,Takeaway,Online,Card,Completed,11.5,0.0,0.0,11.5,7.5
4523,2025-07-30 15:20:00,2025-07-30,494,Dine-in,Bar,Online,Completed,25.5,0.0,0.0,25.5,14.6
4524,2025-07-31 19:30:00,2025-07-31,432,Delivery,Online,Card,Completed,24.0,0.0,3.5,27.5,18.5
4525,2025-07-31 18:55:00,2025-07-31,261,Dine-in,Bar,Cash,Completed,26.5,0.0,0.0,26.5,17.1
4526,2025-07-31 21:05:00,2025-07-31,119,Dine-in,Main Hall,Cash,Completed,36.0,0.0,0.0,36.0,20.8
4527,2025-07-31 20:05:00,2025-07-31,412,Dine-in,Main Hall,Card,Completed,12.5,0.0,0.0,12.5,8.0
